"tipo_transp";"viajeros_tasas";"periodo";"total"
"Transporte especial y discrecional";"Variación anual";"1999M10";
"Transporte especial y discrecional";"Variación anual";"1999M09";
"Transporte especial y discrecional";"Variación anual";"1999M08";
"Transporte especial y discrecional";"Variación anual";"1999M07";
"Transporte especial y discrecional";"Variación anual";"1999M06";
"Transporte especial y discrecional";"Variación anual";"1999M05";
"Transporte especial y discrecional";"Variación anual";"1999M04";
"Transporte especial y discrecional";"Variación anual";"1999M03";
"Transporte especial y discrecional";"Variación anual";"1999M02";
"Transporte especial y discrecional";"Variación anual";"1999M01";
"Transporte especial y discrecional";"Variación anual";"1998M12";
"Transporte especial y discrecional";"Variación anual";"1998M11";
"Transporte especial y discrecional";"Variación anual";"1998M10";
"Transporte especial y discrecional";"Variación anual";"1998M09";
"Transporte especial y discrecional";"Variación anual";"1998M08";
"Transporte especial y discrecional";"Variación anual";"1998M07";
"Transporte especial y discrecional";"Variación anual";"1998M06";
"Transporte especial y discrecional";"Variación anual";"1998M05";
"Transporte especial y discrecional";"Variación anual";"1998M04";
"Transporte especial y discrecional";"Variación anual";"1998M03";
"Transporte especial y discrecional";"Variación anual";"1998M02";
"Transporte especial y discrecional";"Variación anual";"1998M01";
"Transporte especial y discrecional";"Variación anual";"1997M12";
"Transporte especial y discrecional";"Variación anual";"1997M11";
"Transporte especial y discrecional";"Variación anual";"1997M10";
"Transporte especial y discrecional";"Variación anual";"1997M09";
"Transporte especial y discrecional";"Variación anual";"1997M08";
"Transporte especial y discrecional";"Variación anual";"1997M07";
"Transporte especial y discrecional";"Variación anual";"1997M06";
"Transporte especial y discrecional";"Variación anual";"1997M05";
"Transporte especial y discrecional";"Variación anual";"1997M04";
"Transporte especial y discrecional";"Variación anual";"1997M03";
"Transporte especial y discrecional";"Variación anual";"1997M02";
"Transporte especial y discrecional";"Variación anual";"1997M01";
"Transporte especial y discrecional";"Variación anual";"1996M12";
"Transporte especial y discrecional";"Variación anual";"1996M11";
"Transporte especial y discrecional";"Variación anual";"1996M10";
"Transporte especial y discrecional";"Variación anual";"1996M09";
"Transporte especial y discrecional";"Variación anual";"1996M08";
"Transporte especial y discrecional";"Variación anual";"1996M07";
"Transporte especial y discrecional";"Variación anual";"1996M06";
"Transporte especial y discrecional";"Variación anual";"1996M05";
"Transporte especial y discrecional";"Variación anual";"1996M04";
"Transporte especial y discrecional";"Variación anual";"1996M03";
"Transporte especial y discrecional";"Variación anual";"1996M02";
"Transporte especial y discrecional";"Variación anual";"1996M01";
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M08";-59
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M07";-58
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M06";-56,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M05";-49,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M04";-36,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M03";-16,8
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M02";-1,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2020M01";-2,4
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M12";3,4
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M11";3,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M10";3,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M09";2,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M08";2,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M07";1,9
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M06";1,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M05";2,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M04";2,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M03";4,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M02";5,5
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2019M01";6,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M12";4,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M11";4,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M10";4,5
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M09";4,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M08";4,4
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M07";4,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M06";3,8
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M05";3,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M04";4
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M03";-0,8
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M02";3,4
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2018M01";6,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M12";1,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M11";1,5
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M10";1,5
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M09";1,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M08";1,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M07";1,8
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M06";1,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M05";1,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M04";0,9
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M03";7,5
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M02";1,8
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2017M01";4,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M12";2,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M11";2,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M10";2,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M09";2,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M08";2,5
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M07";2,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M06";2,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M05";2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M04";1,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M03";-2,8
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M02";0,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2016M01";-3,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M12";-0,9
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M11";-0,9
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M10";-1,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M09";-1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M08";-1,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M07";-1,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M06";-1,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M05";-2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M04";-2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M03";-3,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M02";-5
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2015M01";-5,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M12";-3,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M11";-3,4
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M10";-3,4
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M09";-3,3
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M08";-3,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M07";-3,9
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M06";-3,9
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M05";-4,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M04";-4,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M03";-1,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M02";-4,2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2014M01";-4,9
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2013M12";2,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2013M11";2,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2013M10";2,6
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2013M09";2,1
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2013M08";1,7
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2013M07";2
"Transporte especial y discrecional";"Variación de la media en lo que va de año";"2013M06";1,9
